PartCode,OrganizationKey,ItemDescription,EuropumpBubbleNumber
61000482,5,D=20MM KON.TITEXA4711ERS.D A4722 ---,0
61000483,5,D=20MM KON.TITEX A4722 ---,0
61000489,5,"D=6,6MM VA TITEX A1244 ---",0
61000491,5,"D=7,9MM VA TITEX A1244 ---",0
52629 28 1 V-Q1,1,NULL,0
52629 82 1 2-Q1,1,HOUSING E27 1.4006,0
52630 51 1 2,1,Adapter;1.4122;T51,0
52630 80 1 2-Q1,1,SLEEVE E27                1.4006,0
52630 84 1 2-Q1,1,AUFNAHME       E27 1.4006,0
52630 87 1 2,1,WELLENHUELSE   1.4122,0
62680079,1,DWG: N/A DESC: FELT .25 SQ. X 4.12,0
62680301,1,DIFFUSOR 3DNX-16 ASSY,0
62680368,1,DWG: N/A DESC: BAR STOCK-ROUND 1.75 DIA X,0
62680384,1,DWG: G98758902A DESC: SEALING GRP 3DNX-16,0
62680616,1,DWG: N/A DESC: PIN-SPRING .19X.50,0
62680996,1,BOX BUSHING,0
51799,1,Shaft Sleeve,0
51799-BASE,1,NULL,0
5179900050,1,ANELLO TEN.OLIO SKF-FI 260,0
5179900350,1,AN.TEN.OL.SPI 54032,0
5179900430,1,AN.TEN.OLIO SPI65045,0
5179900770,1,AN.TEN.OL.B40X62X12 DIN6503,0
5173500350,1,COP.AN.TENUTA D.41 SB001,0
5173500620,1,AN.GUIDA CANNA CIL. D.282,0
5173500830,1,"ANELLO TENUTA ASTA D.50,8",0
5173502030,1,"RASCHIAOLIO ASTA D.76,2",0
5173530190,1,GUARN.ACINOX 142/112X2,0
517354-003-003-NWK /Y001,1,"P, C, B & V M",0
62122247,1,ORIFICE SHELL,0
62122254,1,ORIFICE SHELL,0
62122494,1,SEAL FLH ORFC KIT,0
62122619,1,SEAL FLH ORFC KIT,0
62122692,1,SEAL FLH ORFC KIT,0
62122742,1,SEAL FLH ORFC KIT,0
621866XX13,1,NULL,0
62186747-S-316-3,1,"SOCKET WELD FLANGE 3/4""300LB",0
621867SL-RF,1,SEAL FACE,0
62186812,1,IMP CAST,0
62186887,1,SOCK WELD FLANGE,0
621868DZ,1,NULL,0
621869-003-001-NWK /Y002,1,BARESHAFT,0
59516-G,1,NULL,0
595170-002-001-NWK /Y001,1,CLOSE COUPLED PUMP ON BASEPLATE,0
595174-002-001-NWK /Y001,1,MULTILINE PUMP,0
595197-002-001-NWK /Y001,1,CLOSE COUPLED,0
595199-002-001-NWK /Y001,1,P.C.G.B & M.,0
595202-002-001-NWK /Y001,1,P.C.G.B & M.,0
62681002,1,NAMEPLATE,0
62681010,1,WARNING PLATE,0
62681069,1,SCREW - SET - HD. LESS .38 X 1.50,0
62681580,1,BAR STOCK,0
62681721,1,"PIPE - .50"" SCH 80 X 2.97"" LG",0
62681804,1,DWG: G26503601A DESC: COVER - ADPTER W/ PLUGS FLG O-RINGS,0
5.95202E+12,1,BOMBA D-1011 3X1.1/2X5 M1,0
5.95202E+12,1,BOMBA D-1011 3X1.1/2X6 M1,0
5.95202E+12,1,BOMBA D-1011 3X1.1/2X8 M1,0
5.95202E+12,1,BOMBA D-1011 3X1.1/2X8 M3,0
5.95202E+12,1,BOMBA D-1011 3X2X13 M2,0
5.95202E+12,1,BOMBA D-1011 3X2X13 M3,0
5.95202E+12,1,BOMBA D-1011 4X3X8 M2,0
5.95202E+12,1,BOMBA D-1011 4X3X10 M2,0
5.95202E+12,1,BOMBA D-1011 6X4X6 M3,0
5.95202E+12,1,BOMBA D-1011 6X4X8 M3,0
5.95202E+12,1,BOMBA D-1011 6X4X11 M3,0
5.95202E+12,1,BOMBA D-1011 6X4X13 M3,0
5.95202E+12,1,BOMBA D-1011 8X6X13 M4,0
5.95202E+12,1,BOMBA D-1011 1.1/2X1X8 M1,0
5605015130,1,PLUG,0
5605015150,1,PLUG,0
56050198,1,CASING HYDROSTATIC,0
56050305,1,IMP    R  4R122     12.50 DIA MAX   STD NITRILE     DI       N/A,0
56050313,1,IMP    R  4R122     12.50 DIA MAX   STD NAT RUBBER  DI       N/A          60-70 SHORE HARDNESS,0
56050677,1,IMP    R  5R142  NITRILE                                     2104775-004,0
62681903,1,CASING CASTING,0
62681994,1,DWG: SL-15036F DESC: COVER - ADAPTER 10DNS20 CSTG,0
62682038,1,BARREL 7.62X2.75 X QQC390 ALY 934 TY 2,0
62682430,1,SHAFT,0
62682448,1,IMPELLER,0
62682513,1,SEAL PIPING,0
5179900800,1,AN.TEN.OL.B42X62X8 DIN3760,0
5179901060,1,AN.TEN.OLIO 63X293,0
5179901080,1,ANELLO ELAST. FEDERST,0
5179901110,1,ANELLO 150X5 PERBUNAN N,0
5179901250,1,AN.TEN.OLIO B105X130 DIN3760,0
5179901620,1,ANELLO PORT.14/12593 C20D,0
5617523350,1,STUD,0
5617523380,1,STUD,0
5617523400,1,STUD,0
5617523500,1,STUD,0
5617523590,1,STUD,0
5617523640,1,STUD,0
61000495,5,D=17MM HSS TITEX E3111 ---,0
61000510,5,"D=5,80 M/M DIN345 ---",0
61000520,5,"D=8,40 M/M DIN345 ---",0
61000525,5,"D=10,00 M/M DIN345 ---",0
61000527,5,"D=10,50 M/M DIN345 ---",0
6100053,1,"SLEEVE,CENTER 2.061",0
62186960,1,ESPINA CILINDRICA ø9.5 X 25.4lg,0
62187-G,1,NULL,0
62187000,1,ORIFICE PLATE .06,0
62187034,1,PRIMARY RING KIT,0
62187166,1,"BEARING BALL THRUST, DWG. 62187166",0
62187265,1,PUMP ASSEMBLY,0
5173548040,1,PIASTRA PRESSIONE  65005371,0
5173571080,1,SEGMENTO         SB 125,0
5173571340,1,"SEGM.D.230,3X10    I.C.201,5",0
5173571460,1,"SEGM.D.180X9      I.C.152,3",0
5173581010,1,SERIE BULLONI E DADI,0
5173581020,1,SERIE VITI DADI PER GIUNTO,0
56050867,1,"IMP M 6M163 16.60 DIA MAX STD, DWG. 210478203 E",0
56051121,1,CART BRG A48-CL35,0
56051386,1,CASING    R  8R193     150FF GLAND  N/A W/STFG BOX,0
56051469,1,WRPLT NIH1 N1 HARD BF954,0
56051592,1,CASING    M 10M234     150FF        N/A 175 HYDRO,0
56051618,1,CASING    R 10R234     150FF SUCT   N/A,0
62682539,1,NAMEPLATE-IDP PLACARD 2.41 X,0
62682554,1,NAMEPLATE-IDP PLACARD 4.00X30.0,0
62682679,1,COUPLING ASSEMBLY (CPLG. COMP),0
62682752,1,ROTOR - ASSEMBLY OR SPIN ROTOR,0
62682851,1,VALVE - BALL .75 NPT,0
62683040,1,SEAL PIPING,0
5617523730,1,STUD,0
5617523740,1,STUD,0
5617523800,1,"STUD PAN 2"" -8UNX175",0
5617523810,1,STUD,0
5617524120,1,STUD,0
5617524360,1,STUD,0
5179902160,1,CAM.D'ALB.B.W.BC-16255-D1C,0
5179902310,1,CAM.D'ALB. RC.4500 MC-70,0
5179902330,1,CAM.D'ALB-B.W.U2375-5N-1B,0
5179902540,1,CAM.D'ALB. -RRNCB 110-B70,0
5179902650,1,CAM.D'ALB. -RRCB 45 B.30,0
5179903040,1,CAM.D'ALB.-RRNCB 56 B-81C,0
5.95202E+12,1,BOMBA D-1011 2X1X10 M2,0
5.95202E+12,1,BOMBA D-1011 3X1.1/2X8 M3,0
5.95202E+12,1,BOMBA D-1011 3X2X6 M2,0
5.95202E+12,1,BOMBA D-1011 3X2X6 M3,0
5.95202E+12,1,BOMBA D-1011 3X2X6 M3,0
5.95202E+12,1,BOMBA D-1011 3X2X8 M3,0
5.95202E+12,1,BOMBA D-1011 3X2X13 M2,0
62122825,1,SEAL FLH ORFC KIT,0
62122874,1,ORIFICE ASSY,0
62122973,1,THRML TRNFR COOLR,0
62123054,1,CASING COVER KIT,0
62123484,1,IN-CSG-COV-1309CR,0
62123666,1,IN-CSG-COV-1219-C,0
5173581050,1,TAPPO FUSIBILE  840408870,0
5173581420,1,MANOMETRO      740000507,0
5173581450,1,"GUARN,TEFLON",0
5173581620,1,FUSIBILI  LG12302,0
5173581740,1,ANELLO T.ACQUA        59074,0
5173581930,1,RONDELLA DI COMPENS.  72690,0
61000534,5,"D=13,50 M/M DIN345 ---",0
61000552,5,"D=19,80 M/M DIN345 ---",0
61000558,5,"D=22,50 M/M DIN345 ---",0
61000569,5,"D=28,00 M/M DIN345 ---",0
61000584,5,"D=44,00 M/M DIN345 ---",0
61000587,5,"D=60,00 M/M DIN345 A4211 ---",0
62187331,1,THROTTLING BUSHG,0
62187414,1,PRIMARY RING KIT,0
62187430,1,SEAL STATASSY,0
62187471,1,PRIMARY RING KIT,0
62187653,1,PINION SHAFT,0
62187661,1,CASING MACH BASIC,0
56051709,1,LINER 10R234 GLAND SIDE NEOPRENE,0
56051808,1,SHAFT 316,0
56052103,1,CART ASSY NO-4,0
56052277,1,LINER 12R264 SUCTION SIDE OUTER NEOPRENE,0
56052293,1,LINER 12R264 SUCTION SIDE OUTER NITRILE,0
56052475,1,DEFLECTOR ALUM,0
62683057,1,GASKET - GRAFKOTE (MINIMUM ORDER 1 ROLL 24.00X100X.020 THICK,0
62683115,1,WIRING/CONDUIT SCHEMATIC,0
62683230,1,COUPLING ASSEMBLY (CPLG. COMP),0
62683248,1,SHIM PACK,0
62683354,1,SEAL PIPING,0
62683495,1,IMPELLER L.H.,0
5179903220,1,CAM.D'ALB.-RRNCB 25 B.71,0
5179903460,1,CAM.D'ALB.RRNCB 110-L B.40,0
5179903560,1,CAM.D'ALB.-RRN 56 B41-TP,0
5179903570,1,CAM.D'ALB.-RRN 45 B 41 TP,0
5179903620,1,CAM.ALB.-RC.5500 MC.90,0
5179903650,1,CAM.ALB.-RCB 4200 FMC 81A,0
5617524470,1,STUD,0
5617524580,1,STUD,0
5617524670,1,STUD,0
5617524950,1,STUD,0
5617525120,1,STUD,0
5617525130,1,STUD,0
62123716,1,IN-CSG-COV-1315-S,0
62123757,1,IN-CSG-COV-1315-C,0
62123831,1,IN-CSG-COV-1419-S,0
62123898,1,SEAL STAT ASSY,0
62124078,1,SEAL STAT ASSY,0
62124110,1,SEAL STAT ASSY,0
5173581940,1,RONDELLA DI COMPENS.  72691,0
5173582090,1,MANICOTTO              73104,0
5173582100,1,MANICOTTO              73031,0
5173582290,1,NOZZLE TIP ASSY. 04234-03110,0
5173582350,1,TOOL GROUP SPEC. 49160-90000,0
5173582520,1,FLUSHING OIL SYSTEM,0
62187679-102000,1,CASING FINAL,0
62187778,1,SEAL FLH PIPE-PRI,0
62187893,1,COVER PLATE,0
62187919,1,ALIGNMENT SPACER,0
62188099,1,MATING RING,0
62188123,1,MATING RING,0
5.95202E+12,1,BOMBA D-1011 4X3X6 M3,0
5.95202E+12,1,BOMBA D-1011 4X3X6 M3,0
5.95202E+12,1,BOMBA D-1011 4X3X10 M3,0
5.95202E+12,1,BOMBA D-1011 6X4X13 M4,0
5.95202E+12,1,BOMBA D-1011 8X6X13 M4,0
5.95202E+12,1,BOMBA D-1011 4X3X5 M3,0
5.95202E+12,1,BOMBA D-1011 4X3X5 M3,0
5.95202E+12,1,BOMBA D-1011 4X3X5 M3,0
5.95212E+12,1,BOMBA D1011 1.5X1X6 RT.FC,0
5.95212E+12,1,BOMBA D1011 1.5X1X8 RT.FC,0
5.95212E+12,1,BOMBA D1011 2X1X10 ROT.FC,0
5952120209003-RR3630901,1,BOMBA D1011 3X1.5X8 RT.FC,0
62683552,1,HOUSING - BEARING,0
62683578-102002,1,END COVER MACH.,0
62683586,1,COVER - END MACHINE,0
626835CB,1,NULL,0
62683602,1,VENT/DRAIN PIPING,0
62683651,1,DURA SEAL,0
61000590,5,"KURZ D=15MM HSS-E,A4141 ---",0
61000601,5,D=5MM HM BEST.A1272 ---,0
61000622,5,BRA1530 LS20 UP20M/5XD ---,0
61000639,5,TASS 2000C20 MITSUBISHI ---,0
61000655,5,D=7M/M B105A07000 K10 ---,0
61000680,5,D=24-27 NR.3.7124 XL 640 ---,0
56052491,1,STUFFING BOX HD 317SS,0
56052525,1,STUFFING BOX HD CD4 CD4-MCU,0
56052707,1,IMP W CI 2101880-001 *IRON W/WR RING,0
56052764,1,BEARING FRAME SUPPORT 16FRBH244 2105079-006,0
56052905,1,BOX STFG LOOSE R FRM#1 SPCL  2.75/DIA  3.03/DP  4.25/BC 4/PRT  N/A,0
56053036,1,THRUST BEARING HOUSING FRM#1 VSP C.I. 2105208-001,0
5179903670,1,CAM.ALB.RRNGCB56FFG B.81P,0
5179903710,1,CAM.ALB -RRNCB.110 B70/S,0
5179903810,1,CAM.ALB.RRNCB.45 B70P,0
5179905130,1,CAM.ALB.X TEN.MECC.RRCBQ56,0
5179907140,1,DISCO 14-15746 HOERB.,0
5179910090,1,GUAR.12/15745-293X304X1,0
5660002877,1,CYLINDRICAL IMPELLER TRIM:210 mm,0
5660002917,1,CYLINDRICAL IMPELLER TRIM:244 mm,0
5660002968,1,CYLINDRICAL IMPELLER TRIM:290 mm,0
5660002976,1,CYLINDRICAL IMPELLER TRIM:337 mm,0
5660002981,1,CYLINDRICAL IMPELLER TRIM:290 mm,0
5660002990,1,CYLINDRICAL IMPELLER TRIM:224 mm,0
5617525140,1,STUD,0
5617525220,1,STUD,0
5617525500,1,STUD,0
5617525510,1,STUD,0
5617526010,1,STUD,0
5617530020,1,STUD,0
5173582540,1,MOLLA PER VALVOLA   61523,0
5173583010,1,VALVOLA COMPL.231800 F1,0
5173583130,1,DISCH.VALVE ASSY 232 120T1,0
5173583140,1,SAFETY VALVE VSR 2.320.25 A,0
5173583280,1,VALVOLE RITEGNO  DN  2'',0
5173583500,1,CUSCINETTO SECON.540115100,0
52630 90 1 2,1,SPACER RING KIT,0
52634 10 1 2,1,STATIONARY FACE SUPPORT     316L (1.4404),0
52636 90 1 1-Q1-RP,1,GASPAC L,0
52637 99 1 1,1,TESTER,0
52638,1,NULL,0
52638 23 1 V-Q1,1,NULL,0
5263899,1,SHIM BLUE,0
5263902,1,SEAL CRANKSHAFT OIL,0
1079.232/6,1,INSTALLATION QN101-2A+MI16-85-2,0
1079.261/4,1,PUMP BOWL.P81-83/3.D.A4/O.-.A4.SS-/DS96.-.-.,0
1079.263/2,1,ADAPTER NE/PN/QN8 DUPLEX,0
1079.272/2,1,TAPER PIECE 200/40 200/45 SST,0
1079.276/8,1,"WEAR RING Ø95,55/91X12,5 Q8 DUPLEX",0
1079.311/8,1,CONNECTION M6-530-2 ST DIR70 460/60 31KW 56A - 1079.312/7 Y(1),0
1079.324/4,1,WINDING M6-340-2 SO DIR70 550/50 Y(1),0
1079.327/1,1,WINDING+CONNECTION MI10-960-2 ST Y/D 380/50 190KW 390A IIIDR_2GRII Y(1),0
107923,1,IMPULSOR 8LN-21 D P/AROS ROZ./B-61C-9220,0
107928HU,1,NULL,0
1079350010,1,PUMP,0
1.0794E+12,1,PUMP,0
1079480010,1,PUMP,0
107954-BASE,1,NULL,0
107960,1,EJE/,0
10497852,1,ERGON REFINING,0
10497856,1,T-P PUMP COMPANY,0
10497858,1,T-P PUMP COMPANY,0
10497877,1,WILLIAMS REFINING LLC,0
10497895,1,AMOCO OIL CO,0
10497943,1,BP OIL COMPANY,0
10395395,1,WEAR RING W/FINISH ALLOWANCE,0
10395399,1,"SLEEVE,SHAFT RH  3.875",0
103954-BASE,1,NULL,0
10395417,1,"NUT,IMPELLER",0
10395423,1,"HOUSING,BRG,THRUST",0
1079.340/6,1,WINDING+CONNECTION MI16-185-4 SOM DIR 3300/50 410KW 98A Y_SERIE Y(3),0
1079.371/2,1,PUMP SHAFT.NB6.I=20.V*38.D..,0
1079.379/4,1,STATOR END PIECE MI10 OBEN HORIZONTAL,0
1079.425/2,1,"M6-530-2.N.Y(1).I.400/480-3PH.50/60.DIR.4.V*38.2840/3445.CW/CCW.26,0/31,0.VERTICAL.WATER.20°C.0,2.HDK.3M_4X6MM2..FL_TL02.54,0/54,0.0,840/0,830.S1",0
10560180,1,BW/IP INTERNATIONAL INC.,0
10560199,1,BW/IP INTERNATIONAL INC.,0
10560206,1,BW/IP INTERNATIONAL INC.,0
10560213,1,BW/IP INTERNATIONAL INC.,0
10560230,1,BW/IP INTERNATIONAL INC.,0
10560240,1,BW/IP INTERNATIONAL INC.,0
10338013,1,"PLATE,ORIFICE",0
10338049,1,IMPELLER ASSEMBLY,0
10338075,1,DRILL STEM SPARE,0
10338110,1,"CASTING,INTERMEDIATE COVER",0
1081.765/2,1,WINDING+CONNECTION MI10-880-2 SO Y/D 420/60_380-460/60 150KW 280A_305-280A IIIDR_2GRII Y(1),0
1081.788/7,1,WINDING+CONNECTION VNI12-100-4 ST DIR70 400/50 170KW 340A DR_2GRII Y(1),0
10497959,1,MOTIVA ENTERPRISES LLC,0
10497960,1,PRECISION SERVICES,0
10497968,1,FRONTIER OIL & REFINING,0
10497972,1,PREMCOR REFINING GROUP,0
10497983,1,MARATHON ASHLAND,0
10497987,1,BP OIL COMPANY,0
107965LM,1,NULL,0
107965LV-1,1,NULL,0
107965RY-1,1,NULL,0
107965RY-RF,1,SEAL FACE,0
107972-G,1,NULL,0
107977-BASE,1,NULL,0
1079800000,1,PUMP,0
10510002,1,"SUCTION BELL, CASTING, MAT. A48 CL 30, 43.0"" DIA, PAT-22667, MAT. FPD E3002, DWG. 405399",0
10510009,1,"THERMOCOUPLE ASSY,MINCO,AS5106",0
10510049,1,"NUT ADJUSTING, MAT. A473 TP 420, (HRC 38-42), 5.000"" NOM. SHAFT DIA. FPD D3020, DWG. 493S127AX1",0
10510069,1,REVAMP ORDER RV103136,0
1079.437/9,1,M6-270-2.B.4.V*38.HDK,0
1079.441/4,1,ROTOR M6/4 2/160,0
1079.443/2,1,ROTOR M6/4 2/240,0
1079.460/3,1,MX6-720-2.G.4.V*38.HDK,0
1079.462/1,1,MX6-530-2.G.4.V*38.HDK,0
1079.469/4,1,MX6-650-2.B.4.V*38.HDK,0
10AE005402,1,REPUESTO,0
10AE0058-LAB,1,MONTAJE PARA ENSAYO EN LABORATORIO,0
10AE0060-0D,1,CONJUNTO SELLO MECÁNICO,0
10AE0060-0E,1,CONJUNTO CAÑERÍAS,0
10AE006004,1,"FILTRO CONICO PARA  SUCCIÓN DE BOMBA, ACER. INOX. -10AE0060",0
10AE0062-QCP,1,PLAN DE INSPECCION,0
10AE0064-0D,1,CONJUNTO SELLO MECÁNICO,0
1074.206/0,1,INTERSTAGE CASING MI16 ST,0
1074.211/4,1,SUPPORTING RING MI16 Ø107/90X15,0
1074.224/0,1,SENSOR MIT STECKANSCHLUSS WASSERWAECHTER,0
1074.245/7,1,ADAPTER M10 NIALBZ 2L+1ML,0
1074.252/9,1,******INACTIVE******,0
1074.266/4,1,KN303-1.1.I2..V*43.1.CW.,0
10338128,1,SHIM   .025/.035 THK,0
10338135,1,"DISCHARGE HEAD-ASSEM,6JKH-11",0
10338140,1,"PIN,DRIV-LOK,TYPE H   .125 DIA",0
10338148,1,PUMP UPGRADE,0
10338156,1,HYDROTEST PLATE (1ST STG),0
10395448,1,"SLEEVE,SHAFT,INTMD  3.875",0
10395479,1,COMMISSIONING SPARES,0
10395513,1,O-RING   .210 X 12.500 ID,0
10395537,1,"RING, OIL SEAL",0
10560268,1,BW/IP INTERNATIONAL INC.,0
10560273,1,BW/IP INTERNATIONAL INC.,0
10560285,1,BW/IP INTERNATIONAL INC.,0
10560295,1,BW/IP INTERNATIONAL INC.,0
10560301,1,BW/IP INTERNATIONAL INC.,0
10560333,1,BW/IP INTERNATIONAL INC.,0
105101,1,NULL,0
10510135,1,"GREASE NIPPLE,M8X1",0
10510151,1,"COVER, BEARING HSG",0
10510160,1,REVAMP ORDER RV103165,0
10510175,1,"KIT, VISCOMETER ASSY",0
10497995,1,MOBIL OIL CORP,0
10497999,1,CITGO PETROLEUM CORP,0
10498003,1,"FREMONT, CITY OF",0
10498040,1,TOSCO REFINING CO,0
10498058,1,VALERO REFINING CO - CA,0
10498080,1,"MOTOR STOOL W/DISCH.HEAD LINER, MAT. A240 TP 316L , MAT. FPD D3042, DWG. DWG043187",0
107982,1,NULL,0
107986-G,1,NULL,0
10799,1,NULL,0
107993-L,1,NULL,0
107997-BASE,1,NULL,0
107A2J137,1,"SET SCREW 5/8-11UNC x 1.75""LG, HEX SOCKET, FLAT POINT, UNC-3A THREADS, MAT ASME SA193 GR B7",0
108,1,********  ABANDONNE ********            **,0
10338168,1,RING/PLUG GAGE SET PUMP,0
10338245,1,SHAFT,0
10338263,1,"KEY,PRL,SQ 0.31X0.31X1.75",0
1079.474/8,1,MX6-650-2.B.4.V*38.HDK,0
1079.493/7,1,CLIP Ø28,0
1079.512/5,1,STATOR M8/3 2/650 OF,0
1079.525/1,1,PUMP SHAFT.QN10.I=5.V*47.D..,0
1079.545/9,1,SEALING HOUSING VNI22 SDUPLEX,0
1079.546/8,1,ADAPTER VNI22 DUPLEX 2L,0
1084.467/0,1,"WINDING+CONNECTION MIT19-130-2 SOM DIR 3000/50 1200kW 295,0A ST_2GR.II Y(3)",0
1084.482/3,1,"CASING WEAR RING Ø160/116,1X29,5 QT10EJ DUPLEX",0
1084.505/7,1,PACKING SLEEVE P14 Ø55/69X73,0
10AE0064-0P,1,PROCEDIMIENTO DE PINTURA,0
10AE0064-ISS,1,HOJA DE CORTE,0
10AE006402,1,REPUESTOS,0
10AE0067-0D,1,CONJUNTO SELLO MECANICO 3X8DMX-7,0
10AE006902,1,REPUESTOS,0
10AE007001,1,EQUIPO 3X8DMX 9et  -MET:D1,0
10AE0075-0I,1,INSTRUMENTACIÓN,0
1081.789/6,1,WINDING+CONNECTION MI10-490-2 HW2 Y/D 400/50 90KW 185A IIIDR_SERIE Y(3),0
1081.790/4,1,WINDING+CONNECTION MI10-600-4 ST DIR70 460/60 86KW 156A DR_2GRII Y(1),0
10510189,1,BALANCE SLEEVE,0
10510229,1,"GASKET,SPIRAL WOUND,SPECIAL",0
10510239,1,"IMPELLER ASSEMBLY,1ST STAGE",0
10510257,1,THROAT BUSHING,0
10560340,1,BW/IP INTERNATIONAL INC.,0
10560360,1,BW/IP INTERNATIONAL INC.,0
10560364,1,BW/IP INTERNATIONAL INC.,0
10560378,1,BW/IP INTERNATIONAL INC.,0
10560399,1,BW/IP INTERNATIONAL INC.,0
10560408,1,BW/IP INTERNATIONAL INC.,0
1080,1,MOTEUR 355 - 4P - 350KW - 380 VOLTS,0
1080.024/5,1,IMPELLER P82U SST,0
1080.025/4,1,SUCTION CASING PN8 CI,0
1080.029/0,1,******INACTIVE******,0
1080.031/7,1,PUMP BOWL.P81-83/4.DCI.-.-.-.-.-.-.,0
10338286,1,SCREW-CAP-HEXAGON-BAFFLE,0
10338310,1,"SPACER, MOUNT STUD 1.25""",0
10338315,1,RV9-B SHAFT,0
1079.549/5,1,M8-820-2.N.3.V*39.HDK,0
1079.574/7,1,SHAFT JOURNAL M8/3,0
1079.588/2HSP,1,GLAND WASHER MI19 RK63 D=52,0
1079.590/9,1,QN102-3.3.I1.A*25.V*39.2.CW.,0
1079.612/4,1,STATOR VNI14 2/1000 STM,0
1079.623/2,1,"VENT VALVE M16X1,5 0,8BAR",0
1074.271/8,1,NB65-11.1..A*01.V*38.4.CCW.,0
1074.276/3,1,PRESSURE CASING PN104-2+M8-48,0
1074.279/0,1,ADAPTER Ø320 100/16,0
1074.304/1,1,OUTER CASING SP33 ST,0
1074.316/8,1,GASKET Ø600/495X2,0
1074.319/5,1,FAIR WATER CAP PN12,0
105104-G,1,NULL,0
10510563,1,"SLEEVE, IMPELLER SPACER",0
10510568,1,"SLEEVE, IMPELLER SPACER",0
10498100,1,"STANDARD DATA PLATE, MAT. SST 302, DWG. DWG043191",0
10498101,1,ADDITIONAL ACCESSORIES SOLD WITH THE PUMP ASSY,0
10498118,1,"MOTOR BEARINGS SET, SPARE",0
10498127,1,"ROTOR LOWER ASSEMBLY, MAT. SUPER DUPLEX, 46 PMR",0
10498132,1,"SCREW,CAP,HEX .625",0
10498146,1,"WEARING RING, ROTATING^",0
10338319,1,COUPLING BUYOUT,0
10338370,1,"KIT,SLEEVE,JOURNAL",0
10338409,1,"SOLEPLATE, MAT. A36, ROUND TYPE, 168.00"" O.D x 142.00"" I.D, MAT. FPD D3002, DWG. DWG022079",0
10338411,1,"BASEPLATE, MAT. A36, ROUND TYPE, 168.00"" O. DIA, MAT. FPD D3002, DWG. DWG022080",0
10338421,1,IMPELLER WEARING RING,0
10AE0092-LAB,1,MONTAJE PARA ENSAYO EN LABORATORIO,0
10AE0095-LAB,1,MONTAJE PARA ENSAYO EN LABORATORIO,0
10AE0100-MDZ /Y001,1,1.5HPX13A EQUIPO COMPLETO-S6,0
10AE0107LAB,1,MONTAJE PARA ENSAYO DE LABORATORIO,0
10AE0110-0I,1,INSTRUMENTOS,0
10AE0110-LAB,1,MONTAJE PARA ENSAYO DE LABORATORIO,0
10AE0110-MDZ /Y002,1,"BOMBA HDO/HDB-3X6X13, MET: S8 NACE",0
1080.042/5,1,QN102-2.3.I2.A*25.V*39.2.CW.,0
1080.045/2,1,SCREW M8X120,0
1080.052/4,1,PUMP SHAFT.PN8/5.I=6.V*39/V*43.S.-.,0
1080.061/4,1,"WEAR RING Ø94,55/90X11,5 P8 SST",0
1080.074/0,1,SCREW M12X60,0
1080.078/6,1,BREATHER HOUSING MI10 DUPLEX,0
1081.800/2,1,WINDING+CONNECTION MI19-105-4 SOM DIR 3300/50 465KW 108A Y_SERIE Y(3),0
1081.808/4,1,IMPELLER K303U DUPLEX,0
1081.810/1,1,******INACTIVE******,0
1081.869/7,1,PP81-7+MP8-330-2 G IB A*08  HD,0
10395540,1,"HEAD,SUCTION-CASTING",0
10395571,1,HEAD REWORK,0
10395612,1,SHAFT,0
10395649,1,PARTIAL BOM,0
10395676,1,ROTOR ASSEMBLY,0
10395684,1,INSTRUMENTATION CONTROLS,0
10395692,1,"IMPELLER MIXED FLOW, CASTING, MAT. A743 GR CF3M ANNEALED, MAT. FPD C3055, DWG. DWG041997",0
10510574,1,HEAD WEARING RING,0
10510603,1,PUMP ASSEMBLY,0
10510625,1,SHAFT ASSEMBLY,0
10510639,1,"NAMEPLATE, SEAL",0
1074.321/2,1,PACKING SLEEVE Ø55/70X22,0
1074.326/7,1,"JOINT RING RK47 AXB=9,5X22",0
1074.332/0,1,SUCTION CASING Ø 245X1338,0
1074.338/4,1,ROTOR M6/3 2/400,0
1074.339/3,1,BEARING SLEEVE Ø38/32X40,0
10498163,1,"SHIM,MACHINED",0
10498179,1,SHIM   .019/.021 THK,0
10498198,1,"SPACER,ASSEMBLY",0
10498215,1,INACTIVE SEE 10512830,0
10560418,1,BW/IP INTERNATIONAL INC.,0
10560420,1,BW/IP INTERNATIONAL INC.,0
10560428,1,BW/IP INTERNATIONAL INC.,0
10560429,1,BW/IP INTERNATIONAL INC.,0
10560434,1,BW/IP INTERNATIONAL INC.,0
10560472,1,BW/IP INTERNATIONAL INC.,0
10338426,1,COUPLING ASSEMBLY BUYOUT,0
10338430,1,COUPLING ASSEMBLY,0
10338440,1,"TEE,STRAIGHT,BTWLD  1.500""",0
10338459,1,ROTOR UPGRADE COMPONENTS,0
10395725,1,"SEAL,MECH,JC 8B1-LESS GLAND",0
10395745,1,O-RING^,0
10395748,1,"SCREW, SOCKET HEAD, MAT. A193 GR B7, 1.125"" - 7UNC 2A x 2.5""LG, MAT. FPD M3003",0
10395763,1,"BEARING ISOLATOR, INPRO",0
10AE0111-MDZ /Y001,1,"BOMBA HDO/HDB-3X6X13, MET: S8 NACE",0
10AE0111-MDZ /Y002,1,"BOMBA HDO/HDB-3X6X13, MET: S8 NACE",0
10AE0112-0E,1,CONJUNTO CAÑERÍAS,0
10AE0113-0S,1,AISLACIÓN ACÚSTICA,0
10AE0115LAB,1,MONTAJE PARA ENSAYO DE LABORATORIO,0
